,Open,High,Low,Close,Volume
2017-11-17,301.81608014202806,359.2584953948657,298.89527936646004,335.5026550292969,168836552
2017-11-20,335.6000644349483,349.4251720682295,334.9185322810015,345.9689025878906,14650240
2017-11-21,346.9911600699187,407.8411821680359,343.19412463338114,375.1282043457031,43078194
2017-11-22,377.756941706331,397.22894901078104,376.6859753622012,384.7668762207031,15227642
2017-11-23,379.7041411013601,381.65134182495683,361.30310020575615,364.9541015625,12300150
2017-11-24,366.12240393421814,372.88893832913834,356.435098167705,360.9136657714844,9463228
2017-11-27,361.2057297143158,374.34933443437853,361.2057297143158,370.30889892578125,3832223
2017-11-28,372.88888416016374,376.19911896489333,368.1182490258252,372.1100158691406,2409447
2017-11-29,372.3048008590443,374.54409968945197,366.1711299957791,367.82623291015625,1657909
2017-11-30,369.7734065407168,369.7734065407168,361.011003260492,361.6925354003906,2536960
2017-12-01,363.83444755969134,369.52998560095875,358.2849139105466,362.9095153808594,1904781
2017-12-04,364.1752025289821,365.00276877681205,352.44333008362054,353.2221984863281,1323453
2017-12-05,351.4697217371311,356.2403574471339,347.7213544964416,352.7840881347656,1806017
2017-12-06,351.37239717000136,361.8872998783268,349.0844301655097,358.625732421875,3331373
2017-12-07,360.28083358734915,379.6068084058909,360.28083358734915,378.0490417480469,3350792
2017-12-08,379.7040845267173,385.350953899013,375.42024951546665,379.0225524902344,2494845
2017-12-11,376.78334346044664,381.89474540661547,369.0432086286208,370.74700927734375,1029719
2017-12-12,370.84441127283674,376.78338005327134,367.09604353922344,373.6678466796875,2564559
2017-12-13,376.24787514133243,378.973944294519,368.50774030950663,370.74700927734375,747787
2017-12-14,372.7429297750186,375.8097651806096,367.04736132924825,374.1546325683594,1261422
2017-12-15,379.0985219298088,381.7854315568886,371.37976932823216,372.6499328613281,1698848
2017-12-18,371.2820745840045,374.5063543573606,363.7098743786728,368.79058837890625,1399027
2017-12-19,369.32792754057215,372.21026059518124,363.7098439867142,366.2990417480469,1641589
2017-12-20,368.79055574429026,369.0348202454277,362.9770486902415,366.5433044433594,2251770
2017-12-21,370.5492661498088,373.0407522549519,366.39676942960654,367.42266845703125,1448962
2017-12-22,367.6181029497149,371.67288802208293,365.61514581078796,365.95709228515625,775946
2017-12-26,367.3738543244516,369.9142114082698,364.83349724063345,367.9112243652344,1310649
2017-12-27,366.4944781339576,369.27909952182904,365.2242847867547,366.2502136230469,589597
2017-12-28,366.3967805025989,371.2820709093003,363.856423527625,369.27911376953125,912189
2017-12-29,370.3050027955999,381.83427591608364,367.03185234829743,377.1444091796875,1611972
2018-01-01,379.58708247640925,390.62782738851234,377.68180720109297,380.710693359375,1445743
2018-01-02,382.71364403267387,388.86909772291796,375.53226151575916,386.42645263671875,1219713
2018-01-03,388.86907052706187,389.16217598992927,375.2879707610877,376.8023986816406,2275082
2018-01-04,381.0526682918233,392.7285247985134,378.36575845130403,389.84619140625,2974278
2018-01-05,391.80030991462877,402.5479493387208,388.86913552624003,397.66265869140625,3554479
2018-01-08,400.5938202953532,418.4739715669231,400.1541322241479,412.4162292480469,3806105
2018-01-09,414.2726212686567,437.3800386377235,412.9535869119772,425.5087890625,6183645
2018-01-10,427.95141843285893,431.76193879788167,417.2037800703898,419.40216064453125,2374166
2018-01-11,414.2726715129518,439.4807608242601,414.2726715129518,436.451904296875,2604294
2018-01-12,439.43188236794174,448.17656432759003,434.10690377302456,445.4896545410156,5364763
2018-01-15,449.44673562818747,476.80436301425107,446.5155612653949,463.9560546875,5635852
2018-01-16,468.89020796306,482.9598395918651,460.4386607895115,471.5771179199219,8288750
2018-01-17,474.2639977935409,476.99977837564427,459.2173089530372,467.4245910644531,5691140
2018-01-18,472.1144939259172,478.563053642309,467.033779791996,473.9220275878906,1772870
2018-01-19,478.02562972689714,480.07745750423675,466.05666914610106,470.45343017578125,3488403
2018-01-22,470.45343281855855,477.6348151708665,458.2402076675056,459.4126892089844,3825798
2018-01-23,463.369791962686,463.369791962686,444.072894985853,448.02996826171875,3561221
2018-01-24,447.0041059465739,449.44675133426006,437.7220534733663,444.80572509765625,2072037
2018-01-25,444.5614491338315,449.4467397836538,436.7449840941158,438.2105712890625,1194340
2018-01-29,436.74498296435974,442.2165144414967,434.20462586953386,435.1328430175781,1113037
2018-01-30,433.8138296821839,437.8197741630092,407.4332589582673,412.1719970703125,3583717
2018-01-31,408.80109101122537,422.9684330430929,386.2310436038645,417.20379638671875,14738305
2018-02-01,420.08615666737586,441.63027659648634,413.29559070865866,437.96630859375,4965461
2018-02-02,430.8826433548421,444.56145742959905,420.135003724676,432.2505187988281,5311751
2018-02-05,418.3762453877564,433.8137497818446,412.6604501534934,431.5665283203125,2268830
2018-02-06,408.41029619160366,430.5895275529115,407.4820790460073,428.73309326171875,1893871
2018-02-07,432.83672142158616,438.9921752845762,421.1120246787892,423.5058288574219,1048027
2018-02-08,424.92259536869403,434.5466243791418,424.8737543868059,431.3711853027344,927897
2018-02-09,420.42806393324554,435.7678871337665,420.42806393324554,429.4658508300781,1008995
2018-02-12,431.8596820064905,440.65320494327426,425.0691162561065,431.61541748046875,1944360
2018-02-14,431.6642634211415,432.7390333114824,421.11204770267074,421.99139404296875,2159701
2018-02-15,423.06613886797874,426.974371097706,418.1808485808196,422.0890808105469,506167
2018-02-16,424.1897662627073,425.31337710921474,416.81298956753284,421.5517272949219,522734
2018-02-19,422.08910698872154,429.31933109864997,417.0083928479894,425.8996276855469,693977
2018-02-20,429.41702871026325,431.8596739247699,422.67533388171427,424.53173828125,781850
2018-02-21,428.8307756903695,440.1646551265967,426.1438660308841,439.2853088378906,1312613
2018-02-22,436.9403784926554,444.07289043850676,433.71606898844294,440.457763671875,772690
2018-02-23,441.7279660464846,460.8783104696658,441.6790952517828,458.09368896484375,1849448
2018-02-26,461.95303565372654,461.95303565372654,450.7657388343819,457.5562744140625,920977
2018-02-27,457.16552542758063,466.8383956358615,449.4467716176373,458.24029541015625,1378658
2018-02-28,456.7746556813975,457.26318472490703,449.4467200287548,450.61920166015625,1358563
2018-03-01,451.3031386158592,453.696942931276,439.7738647536277,440.6043701171875,1102928
2018-03-05,439.6761504753135,445.6850519016533,437.81974602568494,442.5096130371094,1249630
2018-03-06,446.51554922942006,446.9063665037683,434.8885638672418,437.0869445800781,1595634
2018-03-07,436.2076211370877,437.28236124355266,425.0202934402445,427.51177978515625,2900233
2018-03-08,430.88260134380835,431.85965939674213,417.8877411667669,420.6723327636719,1951335
2018-03-09,424.7759633027457,424.97138682871235,413.29553186213093,415.7870178222656,1494497
2018-03-12,420.0861291124947,423.40812058691864,415.73820877413,420.5257873535156,884484
2018-03-13,422.04024093344697,435.2793657191383,419.93954225054284,431.8108215332031,1396863
2018-03-14,431.8108458796883,437.62432377385306,429.9055706283338,435.0351257324219,872703
2018-03-15,434.790843025975,440.65319147126905,433.4229676855623,438.3082580566406,656358
2018-03-16,440.6043707604241,440.6043707604241,426.09505172746645,433.1298522949219,553113
2018-03-19,429.90555314597975,432.543621876354,415.24968201600313,416.1290283203125,697119
2018-03-20,415.20084527661055,418.81594230176484,410.0224195340353,413.1490173339844,1782357
2018-03-21,416.9106932021148,427.9514375404493,409.6315986046424,412.8070373535156,1341420
2018-03-22,417.0083387389125,419.89067174008017,414.46801181561506,417.6922912597656,1267475
2018-03-23,410.36436843901396,421.1120066600357,406.5538481241406,419.304443359375,939860
2018-03-26,419.1579445652066,428.928526023603,417.44809280998726,427.51177978515625,675696
2018-03-27,429.9544109588447,439.08991028441216,429.9544109588447,438.35711669921875,1231929
2018-03-28,432.34819209292226,449.4467081643937,432.34819209292226,444.0240478515625,1217753
2018-04-02,446.12476461917356,475.82732690608407,446.12476461917356,471.5771179199219,2112175
2018-04-03,473.67771985529254,496.6385835039793,471.13739283747867,482.2758483886719,3149584
2018-04-04,483.64373785274546,492.43726035915904,477.6836777460205,484.4742431640625,1687239
2018-04-05,490.2876808510177,494.24478354768297,475.876075692637,486.5260314941406,1710038
2018-04-06,486.3794848351828,492.8280739216736,482.6666761761902,484.9627685546875,1505952
2018-04-09,485.0605059234516,499.178977585303,478.75846924820564,480.71258544921875,2704392
2018-04-10,483.5948833980022,494.2936509254719,480.8102620517626,491.99755859375,1439138
2018-04-11,489.9946111056016,496.0523829305952,483.6437337931661,488.2847595214844,2556799
2018-04-12,488.5290313729373,489.9946184670561,485.9886744463089,488.1382141113281,870497
2018-04-13,488.773306228578,490.04346981003954,486.1841082710164,488.3336181640625,990964
2018-04-16,484.3277227576444,488.82216626261527,481.4453893722218,483.3995056152344,839503
2018-04-17,486.08642844817274,488.82217933457,474.85025975037576,480.0286560058594,1325820
2018-04-18,484.62077241188626,488.77326894968974,476.80430834072683,481.8361511230469,1042991
2018-04-19,489.50608533236095,499.2766658779171,485.6955648830832,491.94873046875,4279631
2018-04-20,491.26476757343517,491.7044556157178,482.6666688011219,484.27880859375,1683866
2018-04-23,485.0115989389843,485.45128697838385,477.78137549820593,482.2758483886719,1348271
2018-04-24,484.4254179307283,491.46024852445936,477.8791462285256,488.0893859863281,2176962
2018-04-25,487.55195468193494,503.08720113998436,483.6437225802762,498.8858337402344,3740225
2018-04-26,501.1819571078919,524.4847686035102,501.1819571078919,520.82080078125,4445968
2018-04-27,525.559585816366,534.3042082693787,505.1390472849321,507.23974609375,2924033
2018-04-30,508.0701921396896,513.6882759950804,502.5009492604109,506.1649169921875,1988145
2018-05-02,508.80304024669715,513.248642977658,496.443260402946,498.2508239746094,1474785
2018-05-03,498.83700256357946,499.17897886312153,481.6896447827739,484.6208190917969,1926354
2018-05-04,478.8561870584005,493.3166352012128,478.8561870584005,488.87103271484375,1276630
2018-05-07,491.0205334360068,493.2189141485065,485.7932964846872,488.43133544921875,1484565
2018-05-08,491.75336331289117,502.1590566409306,487.5520251235754,498.2508239746094,1444181
2018-05-09,500.15605218632527,506.11611275953135,499.2767058303485,502.940673828125,1600419
2018-05-10,505.1390277977894,508.9495781670489,497.8110921914385,505.7741394042969,1447761
2018-05-11,505.7742124905041,512.9067255843812,504.2597245384285,511.2945556640625,1183632
2018-05-14,513.9325753671152,535.6721187167698,512.8089346658714,527.6113891601562,2848754
2018-05-15,510.02434489333973,513.4928893348881,483.6437753298911,494.87994384765625,7490877
2018-05-16,490.7274697863395,497.8111415751916,483.83922156002166,486.1352844238281,2261791
