,Open,High,Low,Close,Volume
2000-04-27,15.305546545952316,16.111338675448756,11.398129749199324,11.717745780944824,6429467
2000-04-28,12.016612428993067,12.455175061631207,11.056391716003418,11.056391716003418,2188608
2000-05-01,11.056391716003418,11.056391716003418,11.056391716003418,11.056391716003418,0
2000-05-02,10.387007869714118,10.387007869714118,10.174651145935059,10.174651145935059,453178
2000-05-03,9.380622209100723,10.987145736492538,9.362155602399428,9.500649452209473,5508544
2000-05-04,10.036156546085584,10.262362480163574,10.036156546085584,10.262362480163574,3573230
2000-05-05,11.074858595695526,11.084091186523438,10.617830029755314,11.084091186523438,1374910
2000-05-08,11.970449447631836,11.970449447631836,11.970449447631836,11.970449447631836,144045
2000-05-09,12.930670738220215,12.930670738220215,11.185653340348948,12.930670738220215,4109356
2000-05-10,13.664684369414006,13.964753150939941,13.295367959381311,13.964753150939941,1405257
2000-05-11,14.772629303035288,15.081931356436982,13.221503097956495,14.915739059448242,6728888
2000-05-12,15.506651426722424,15.880583901178342,14.034004079506106,14.223278999328613,3349877
2000-05-15,13.941671951066484,15.331223492228741,13.087629184780079,15.072702407836914,3547334
2000-05-16,15.188113708019863,15.511263638397276,14.310988396674395,15.072702407836914,2099591
2000-05-17,15.32660670281644,15.7790186174652,15.049620427059258,15.285058975219727,2008955
2000-05-18,15.234278054857805,15.483565847360769,14.3156049763569,14.564892768859863,2075313
2000-05-19,14.403318390066618,15.732854288287005,14.154030587289357,15.520498275756836,5389989
2000-05-22,15.686689828618153,16.111403257383117,15.049620398026915,15.529730796813965,1928435
2000-05-23,15.418935761366297,15.640525050824746,14.495645392658387,14.643372535705566,1876239
2000-05-24,14.495650068678724,15.326610528477989,14.334075057101213,14.772636413574219,549074
2000-05-25,14.948061077107166,15.3727745837472,14.555663425647035,14.717238426208496,676935
2000-05-26,15.14195019231498,15.197347166126843,14.680304943582733,14.768017768859863,382369
2000-05-29,14.860341610936425,15.326602644661524,14.703382620388814,15.234273910522461,767166
2000-05-30,15.151186606162591,16.453024308623874,15.008076777699735,16.014461517333984,628380
2000-05-31,17.080853279152702,17.29782659340576,16.34222196317625,17.288593292236328,1243408
2000-06-01,17.7271555006211,17.7271555006211,16.80386673058219,17.15471649169922,559998
2000-06-02,17.542498480970735,18.091854964062698,17.173182108428243,17.805635452270508,666010
2000-06-05,18.179572310189727,19.204423398304584,17.63483162889343,17.944133758544922,636877
2000-06-06,18.37346529472409,19.296754427955847,17.54712087205543,19.05208396911621,947628
2000-06-07,19.550660391758186,20.53396390630893,19.29675519312295,20.441635131835938,1060922
2000-06-08,20.760168005038157,22.075854657254236,20.760168005038157,21.406469345092773,1095720
2000-06-09,20.3123705684494,21.604976007126517,19.69376633349501,19.873807907104492,1202541
2000-06-12,20.127710782728645,20.958670920860353,18.285747528076172,18.285747528076172,731963
2000-06-13,17.085473219615647,17.819488769513534,16.923898249416613,17.353227615356445,780923
2000-06-14,18.447325063729814,18.715079461936053,17.72716017475559,18.438093185424805,736819
2000-06-15,18.096471525076122,18.456556033907006,17.18241600114161,17.9025821685791,387629
2000-06-16,17.911820899720883,18.28113742631147,17.542505798242974,18.23958969116211,332600
2000-06-19,18.927437929574168,19.019766693483007,18.00414744026079,18.207271575927734,1298841
2000-06-20,18.465791810522763,19.061313520881164,18.124175257725092,18.419628143310547,1843869
2000-06-21,19.061314621532883,19.061314621532883,17.542503802993085,17.657915115356445,1067801
2000-06-22,17.690227790211146,17.911817088977248,17.090090165432642,17.265514373779297,404218
2000-06-23,16.988528834227107,17.219351445985822,16.24989733166668,16.39762306213379,369825
2000-06-26,15.788248978865525,16.24989411088335,15.335837148519463,15.760550498962402,427282
2000-06-27,16.52688133327834,16.52688133327834,15.054234470285335,15.271207809448242,584680
2000-06-28,15.418937907706205,15.963678617018704,15.257361500645708,15.626676559448242,720634
2000-06-29,15.945207124458816,16.03753586087606,15.432780998464231,15.49741268157959,654276
2000-06-30,15.649757812321427,15.649757812321427,15.141948935918679,15.206579208374023,275143
2000-07-03,15.363536799886216,15.511262512337625,15.165030062036328,15.335838317871094,186126
2000-07-04,15.326605464831864,15.40046903577919,14.86496170919184,14.934207916259766,621906
2000-07-05,15.234276935821832,16.129868827557186,15.045002066926767,16.005224227905273,1627800
2000-07-06,16.065243392900403,16.51765687899424,15.78825702755228,15.862120628356934,837570
2000-07-07,15.700541388101772,15.968295824575911,14.680306105702815,15.132718086242676,1558609
2000-07-10,15.04962156718983,15.234279098350585,14.957291376496919,15.035772323608398,304276
2000-07-11,15.1419464395542,15.1419464395542,14.652602825194323,14.763398170471191,839593
2000-07-12,14.957287879502267,15.312755040247115,14.874192437441295,15.141946792602539,336646
2000-07-13,15.234277832658325,15.465100439988364,15.072702862594747,15.188114166259766,269479
2000-07-14,15.51126984431216,15.51126984431216,14.58798049856145,14.864968299865723,440230
2000-07-17,15.04961898584376,15.141947735587694,14.818796398927782,14.883426666259766,334219
2000-07-18,14.731085498311119,14.864963414147484,14.495646942163939,14.624907493591309,585894
2000-07-19,14.860343757534956,15.118864820512899,14.680302201167299,14.721851348876953,394435
2000-07-20,14.504880563503903,14.657222239862408,14.130948144035296,14.486413955688477,279805
2000-07-21,14.652606507989349,14.671071690953795,13.849344684454278,13.950906753540039,369388
2000-07-24,12.926055491413246,13.84934455860883,12.838342666625977,12.838342666625977,247686
2000-07-25,12.095092948423078,12.833724437437759,11.818106674459727,12.376696586608887,991311
2000-07-26,12.902973821476783,13.369235038757322,12.833726174777375,13.369235038757324,171479
2000-07-27,13.94167466814478,14.357154859730947,13.480030802556065,13.743167877197266,735670
2000-07-28,13.757014841093493,13.826261053173107,12.787560746416856,12.893738746643066,946616
2000-07-31,12.833722022552655,13.092244491430387,12.464407060094471,12.533653259277344,640154
2000-08-01,12.644450650986398,12.9122036146004,12.41824541361122,12.501340866088867,522134
2000-08-02,12.593669568936015,12.815258866394474,12.187421336001863,12.330531120300293,625094
2000-08-03,12.372079617668467,13.110711045200754,12.238201718384392,12.565970420837402,525330
2000-08-04,12.741396722362603,12.741396722362603,12.372081660182182,12.43209457397461,1946425
2000-08-07,12.26128247984273,12.556735292928787,11.818103972769691,11.891966819763184,304899
2000-08-08,11.818106307935548,12.002763818184185,11.587283707568563,11.799639701843262,534442
2000-08-09,12.104326789885645,12.464409959625145,12.002764724050147,12.302833557128906,410887
2000-08-10,12.496721691925845,12.496721691925845,12.187419621760856,12.339762687683105,215526
2000-08-11,12.4459430358298,12.482874824750688,12.09509317875002,12.168956756591797,223627
2000-08-14,12.048931077056006,12.35361588129692,11.868888760811261,12.16434097290039,403798
2000-08-15,12.16434097290039,12.16434097290039,12.16434097290039,12.16434097290039,0
2000-08-16,11.910433996917634,12.552119286381616,11.910433996917634,12.45055866241455,274100
2000-08-17,12.464407712461453,12.552119094313047,12.307448702690529,12.427475929260254,212508
2000-08-18,12.418247680523603,12.529041637385557,12.28898568899693,12.404397010803223,153837
2000-08-21,12.464408924057386,12.556737678479035,12.381312047499252,12.505956649780273,162011
2000-08-22,12.00276303131058,12.649065699923067,12.00276303131058,12.312065124511719,459466
2000-08-23,12.53827147072052,12.741394143766895,12.376695094881919,12.45055866241455,411154
2000-08-24,12.385929070825993,12.519805547287799,12.32591474080226,12.487489700317383,133274
2000-08-25,12.685997453857736,13.15687450051573,12.46440817160031,13.032231330871582,738089
2000-08-28,13.110713776229272,13.387700084834428,12.741397272976469,12.787562370300293,432550
2000-08-29,12.676765565758917,12.90297223701911,12.464409562227859,12.644451141357422,374438
2000-08-30,12.912205524569943,12.912205524569943,12.672151009606367,12.746014595031738,223335
2000-08-31,12.57981956975282,12.921436085874785,12.556737026068618,12.870655059814453,110033
2000-09-01,12.870655059814453,12.870655059814453,12.870655059814453,12.870655059814453,0
2000-09-04,12.861424777893031,13.08763002876708,12.69523243790778,12.736780166625977,244894
2000-09-05,12.66753303885243,12.778326974113464,12.418245259402742,12.505956649780273,540860
2000-09-06,12.510573123827506,13.387698466019039,12.473642760569108,13.092247009277344,638965
2000-09-07,12.972218671173783,14.140179560723734,12.972218671173783,13.798563003540039,1834676
2000-09-08,14.218658152962739,14.218658152962739,13.304601150240213,13.392313957214355,550652
2000-09-11,13.470793433345865,13.48002673540559,12.7967908852302,12.889121055603027,725538
2000-09-12,12.810641772745829,12.921435698932534,12.335147372561904,12.45055866241455,949271
2000-09-13,12.741395536784433,12.78756062781762,12.445942659464267,12.524423599243164,475594
2000-09-14,12.55673661872034,12.699846389762625,12.464407872091018,12.552119255065918,205823
2000-09-15,12.482872886526751,12.510571367638546,12.141256385998325,12.182804107666016,294760
2000-09-18,12.104327045319724,12.141258835958581,11.55035303596187,11.822723388671875,311123
2000-09-19,11.550351211749604,11.984297901829898,11.467255052214146,11.541118621826172,542397
2000-09-20,11.910437690758389,12.062780811624249,11.776560467502604,12.021231651306152,205152
2000-09-21,12.002764420618414,12.159723454718971,11.725777428786937,11.896586418151855,205233
2000-09-22,11.633449897216275,11.679614281969235,11.264134106636298,11.430326461791992,455330
2000-09-25,11.587284530855753,12.095093432675984,11.402626294930792,11.975066184997559,343088
2000-09-26,11.725776876753272,11.841188889852187,11.541119365929859,11.76270866394043,301719
2000-09-27,11.171802450258943,12.067392850663431,11.171802450258943,11.96583080291748,188651
2000-09-28,11.873503477890292,12.044311026223655,11.758091470114234,11.901201248168945,81199
2000-09-29,11.915052195073473,11.933517376798022,11.684229585398258,11.86427116394043,128071
2000-10-02,11.86427116394043,11.86427116394043,11.86427116394043,11.86427116394043,0
2000-10-03,11.725777259892356,11.979681701848953,11.55958563723222,11.88735294342041,208105
2000-10-04,11.831956089230102,12.31668459886439,11.776559115316905,12.062779426574707,209562
2000-10-05,12.233586488833758,12.436710606341641,11.942749554664527,11.984298706054688,187858
2000-10-06,11.91043609439926,12.030464769055442,11.776558889087076,11.998148918151855,93953
2000-10-09,12.002763818184185,12.002763818184185,11.684229114215954,11.799639701843262,97935
2000-10-10,11.7488613026411,11.795025687736944,11.379545509318042,11.513422012329102,202093
2000-10-11,11.40262600604427,11.656530450521695,11.314913898433192,11.374927520751953,105040
2000-10-12,11.268747707392675,11.27336507123278,10.640911635020382,10.81171989440918,285923
2000-10-13,10.548582371210488,11.07947376453248,10.470102860682768,10.913281440734863,222785
2000-10-16,11.531887654757586,11.578051323427392,10.89943413559263,10.9409818649292,232334
2000-10-17,11.07947303775615,11.07947303775615,10.631677835706832,10.668609619140625,264041
2000-10-18,10.848651583627888,10.982528778022779,10.627062285189313,10.72862434387207,178269
2000-10-19,10.724007195117794,11.028692624238635,10.714773893066676,10.894815444946289,180559
2000-10-20,11.079473671941082,11.241050055573472,10.442404290301157,10.585514068603516,346576
2000-10-23,10.617830799413634,10.74709135571143,10.34084379126746,10.516268730163574,236445
2000-10-24,10.257746836848701,10.66399362959687,10.1654173725367,10.62706184387207,712525
2000-10-25,10.871733934666434,11.481104850769043,10.719391561918869,11.481104850769043,640454
2000-10-26,11.64267908767361,12.095090183412319,11.541117049571021,11.891966819763184,236170
2000-10-27,11.984300053965606,11.984300053965606,11.771943322030312,11.836573600769043,262883
2000-10-30,11.725777972662064,11.901202909362258,11.725777972662064,11.822723388671875,218480
2000-10-31,11.818106338561524,12.362846992785334,11.725776870641752,12.215121269226074,343120
2000-11-01,12.372080615478492,12.455176069918712,12.187421674868428,12.348998069763184,184119
2000-11-02,12.23820391449305,12.325916741809529,12.058162320305955,12.155108451843262,125506
2000-11-03,12.228971091727296,12.228971091727296,12.02584696521863,12.168956756591797,112331
2000-11-06,12.302834127698867,12.556739304063,12.17819093439401,12.385931015014648,1847470
2000-11-07,12.279750964388104,13.369232221722779,12.279750964388104,13.15225887298584,451592
2000-11-08,13.387700052307839,14.061701350877508,13.138412232657604,13.360001564025879,727278
2000-11-09,12.926057939791635,13.387701848275064,12.833727732982169,13.064550399780273,366475
2000-11-10,13.267672215339932,13.267672215339932,12.792177720296689,12.976835250854492,232601
2000-11-13,12.78756133083892,12.78756133083892,12.46440995117792,12.575203895568848,295083
2000-11-14,12.55673891874615,13.38769921572981,12.55673891874615,13.184575080871582,643035
2000-11-15,13.664685097760845,13.664685097760845,13.119943043276853,13.166108131408691,300667
2000-11-16,13.281519426625978,13.281519426625978,13.027615717237795,13.166108131408691,85763
2000-11-17,13.03685220845105,13.470799060057635,13.03685220845105,13.39693546295166,180753
2000-11-20,13.387697886103057,13.475410701545233,13.230738861160408,13.281519889831543,173850
2000-11-21,13.018382117589516,13.655452978430494,13.018382117589516,13.461562156677246,327785
2000-11-22,13.295369746639789,14.541811551082533,13.276904564956437,14.209426879882812,1641152
2000-11-23,14.40331850941608,14.495647273242625,13.863193744662663,14.214043617248535,1372199
2000-11-24,14.172495655683226,14.77263332330443,14.034001799650456,14.149413108825684,2841994
2000-11-27,14.218657910742008,14.440247181088193,13.997067215283627,14.177108764648438,810768
2000-11-28,14.4356324548839,14.4356324548839,13.387698811414571,13.526192665100098,2111106
2000-11-29,13.43386356487864,14.126329965582997,13.43386356487864,13.909358024597168,4844961
2000-11-30,13.941673138370486,14.218660852443406,13.849344375383678,13.960138320922852,508660
2000-12-01,13.747781616580397,14.117098075050864,13.747781616580397,14.038617134094238,491439
2000-12-04,13.941672436627098,14.278673045866904,13.941672436627098,14.038617134094238,363983
2000-12-05,14.03400051875261,14.126329272643355,13.941671764861864,14.001686096191406,504597
2000-12-06,14.218660043802167,14.763400712022685,14.03400110321795,14.22789192199707,646046
2000-12-07,14.380233506984695,14.380233506984695,14.015534453347042,14.057082176208496,564053
2000-12-08,14.292522194923444,14.292522194923444,13.964754891194126,14.22789192199707,401863
2000-12-11,14.218660888725319,15.368155202189888,14.126330700390419,15.261977195739746,1151776
2000-12-12,16.009842957823338,16.009842957823338,14.957291860873658,15.792869567871094,1436947
2000-12-13,16.005228812521327,16.005228812521327,15.363541875116248,15.483569145202637,914967
2000-12-14,14.957288664395481,16.148333372222314,14.957288664395481,15.3912353515625,845760
2000-12-15,15.326608191681432,15.51126572679098,14.403319091021128,14.597209930419922,497266
2000-12-18,14.357150940676583,14.929591457928419,14.223274469966853,14.77724838256836,362243
2000-12-19,14.59721119539129,14.88804819224924,14.40332033919022,14.431018829345703,731818
2000-12-20,14.564890722267522,14.901891287499431,14.310987026268496,14.698768615722656,281836
2000-12-21,14.421781948380112,14.67568708703749,14.006301848840643,14.2371244430542,479147
2000-12-22,14.310987547730354,14.495645047024032,13.99706808879636,14.121712684631348,365609
2000-12-25,14.121712684631348,14.121712684631348,14.121712684631348,14.121712684631348,0
2000-12-26,14.172494220336837,14.301754759512987,13.678534608152052,13.761630058288574,508587
2000-12-27,14.209426643947197,14.264823613189856,13.987837341864163,14.144796371459961,185811
2000-12-28,14.264825660887459,14.495648299349366,14.172496890525215,14.412552833557129,154177
2000-12-29,14.361771498636319,14.611059315962494,14.31099046222195,14.578744888305664,150859
2001-01-01,14.54180890502962,14.837260308876937,14.54180890502962,14.763398170471191,165758
2001-01-02,14.772629664796579,15.141946047716951,14.694150165006722,14.948055267333984,4713111
2001-01-03,14.864962332359346,15.409702984429753,14.855729029325774,15.317374229431152,292340
2001-01-04,15.51126419006499,15.603594373585025,15.32660667324976,15.529730796813965,369494
2001-01-05,15.502030705236718,15.60359275649335,15.326605084863939,15.3912353515625,249312
2001-01-08,15.326602624967496,15.478945677401617,15.058848298729833,15.22042465209961,211957
2001-01-09,15.492798708122146,16.157566610838828,15.33583967936039,15.409703254699707,567492
2001-01-10,15.839033909312983,16.065239167755212,15.45125224474415,15.543581008911133,484504
2001-01-11,15.686691493218277,15.69592479757256,15.095785666570407,15.137334823608398,177330
