fold,start,end,strategy_cagr_pct,strategy_sharpe,strategy_maxdd_pct,nifty_cagr_pct,nifty_sharpe,beat_nifty
Fold 1,2007-09-17,2011-06-29,26.124628359085133,0.8575287483216324,-29.79316304953674,5.990078870315707,0.16140743147423053,True
Fold 2,2011-06-30,2015-04-22,24.7069091791005,1.0245937377220822,-18.632601603653253,11.082768619527217,0.38178058686070737,True
Fold 3,2015-04-23,2019-02-04,16.77321145454527,0.5598384731482714,-23.83057528359457,7.160369377445308,0.1596321811367001,True
Fold 4,2019-02-05,2022-11-23,40.77182762973484,1.2569436572921004,-40.33138428276259,14.470310724029979,0.4998080534772564,True
Fold 5,2022-11-24,2026-09-04,15.478335701009026,0.4924592974188225,-33.90931590353667,7.094500607585319,0.15521874530416302,True
