period,start,end,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_drawdown_pct,calmar,win_rate_pct
GOLDBEES.NS (Full Period),2009-01-02,2026-09-03,842.5579485545129,13.539604282988925,15.372591352864436,0.5427352089654633,0.7503693014758303,-27.4000850959374,0.4941446070543934,51.60771704180064
