factor,n_months,mean_ic,std_ic,t_stat,ir_monthly,pct_months_positive
Rank_M,75,0.05774757239881555,0.22973211027665164,2.1769209643366993,0.2513691809528666,61.33333333333333
Rank_V,75,0.049504451034284254,0.23579534605834224,1.818191618823777,0.2099466841132458,60.0
Rank_VC,75,0.03350307249710423,0.11170335373143171,2.597461125212371,0.2999289759701901,56.00000000000001
Total_Rank,75,0.07769587878504235,0.2301153964445308,2.92403749757016,0.33763876726853825,66.66666666666666
