period,start,end,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_drawdown_pct,calmar,win_rate_pct
Train (60%),2007-09-17,2019-02-04,837.0733781498254,21.720360316811103,21.771603692035455,0.7659517027367049,1.038200319268473,-29.79316304953674,0.729038413299619,50.071377587437546
Validation (20%),2019-02-05,2022-11-23,266.4152691474531,40.77182762973484,25.990356498652496,1.2569436572921004,1.6227855445291923,-40.33138428276259,1.0109206107056554,57.77063236870311
Test (20%),2022-11-24,2026-09-04,72.24299970823208,15.478335701009026,23.694113894498013,0.4924592974188225,0.6284493767223331,-33.90931590353667,0.4564626353725605,55.35331905781584
Full Period,2007-09-17,2026-09-04,5348.3449134255425,23.466900989962735,23.097544108546078,0.7977784923639581,1.0508683841747408,-40.37185696553129,0.5812688034141783,52.643973453222
