factor,n_months,mean_ic,std_ic,t_stat,ir_monthly,pct_months_positive
Rank_Beta,68,0.020601240026836106,0.29129899683597094,0.5831883361903755,0.0707219738159159,51.470588235294116
Rank_IdioVol,68,-0.08308235292127071,0.22272409053356668,-3.076068833852676,-0.3730281386366213,36.76470588235294
