fold,start,end,strategy_cagr_pct,strategy_sharpe,strategy_maxdd_pct,bench_cagr_pct,bench_sharpe,beat_bench
Fold 1,1997-04-15,2003-02-28,7.792945019188102,0.3025120105244363,-65.263786567262,4.088733040380266,0.21380148040420807,True
Fold 2,2003-03-03,2009-01-13,17.427486939649704,0.5413700472307479,-61.097199696814876,3.3529314284765244,0.09260490741119223,True
Fold 3,2009-01-14,2014-11-26,33.7361625803547,1.052213457957217,-34.37455533850468,25.059823614554077,1.0567511617750338,True
Fold 4,2014-11-28,2020-10-13,27.366129006825226,0.838830494928918,-37.09547173103821,19.04858801915019,0.7536232255937317,True
Fold 5,2020-10-14,2026-09-03,35.37645337433795,0.8638582944989983,-47.1592441579832,16.522378546098015,0.621870634607808,True
