period,start,end,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_drawdown_pct,calmar,win_rate_pct
Train (60%),1997-04-15,2014-11-26,2028.0137777526484,18.956292567077536,35.229854526510316,0.5583208303432852,0.8064436201529311,-65.263786567262,0.2904565236578918,53.370913190529876
Validation (20%),2014-11-28,2020-10-12,306.6402794789429,26.98024938606096,29.409644880763867,0.8286372285683357,1.055584543395377,-37.09547173103821,0.7273192151775839,56.19498984427894
Test (20%),2020-10-13,2026-09-03,485.23055506963686,34.9881862393361,39.86493800917445,0.8564706297120636,1.2272959310496123,-47.259780514974345,0.7403374678866744,54.76673427991886
Full Period,1997-04-15,2026-09-03,45612.056037388225,23.174933394092335,35.20248343454163,0.6581731545379678,0.9257845876319495,-65.263786567262,0.3550963652746051,54.17286622480725
