,nav,cost,slippage,tax,turnover,n_holdings
2001-11-30,1937103.040276832,0.0,0.0,0.0,0.0,10
2001-12-03,1920691.9978587267,0.0,0.0,0.0,0.0,10
2001-12-04,1956450.0703967381,0.0,0.0,0.0,0.0,10
2001-12-05,2009084.2150116258,0.0,0.0,0.0,0.0,10
2001-12-06,2013613.676626094,0.0,0.0,0.0,0.0,10
2001-12-07,2010120.2393235404,0.0,0.0,0.0,0.0,10
2001-12-10,1986039.3583871012,0.0,0.0,0.0,0.0,10
2001-12-11,1998000.7460165506,0.0,0.0,0.0,0.0,10
2001-12-12,2016937.1823217312,0.0,0.0,0.0,0.0,10
2001-12-13,2000456.1683594899,0.0,0.0,0.0,0.0,10
2001-12-14,1960143.6767336996,0.0,0.0,0.0,0.0,10
2001-12-17,2026300.5180193416,0.0,0.0,0.0,0.0,10
2001-12-18,2061155.267777575,0.0,0.0,0.0,0.0,10
2001-12-19,2054381.5334255476,0.0,0.0,0.0,0.0,10
2001-12-20,1983296.1811107437,0.0,0.0,0.0,0.0,10
2001-12-21,2018548.6887110702,0.0,0.0,0.0,0.0,10
2001-12-24,2040970.9470410848,0.0,0.0,0.0,0.0,10
2001-12-26,2086962.552083426,0.0,0.0,0.0,0.0,10
2001-12-27,2109841.387041662,0.0,0.0,0.0,0.0,10
2001-12-28,2108483.156829087,0.0,0.0,0.0,0.0,10
2001-12-31,2089903.3308282222,0.0,0.0,0.0,0.0,10
2002-01-02,2013694.8159689223,72.71198038106715,6365.549555415678,75821.20292223325,2423732.6793689043,10
2002-01-03,2081663.4520053924,0.0,0.0,0.0,0.0,10
2002-01-04,2088284.4177509216,0.0,0.0,0.0,0.0,10
2002-01-07,2086339.1266628155,0.0,0.0,0.0,0.0,10
2002-01-08,2086930.301475258,0.0,0.0,0.0,0.0,10
2002-01-09,2125279.959910762,0.0,0.0,0.0,0.0,10
2002-01-10,2121469.6903902115,0.0,0.0,0.0,0.0,10
2002-01-11,2098405.6507450566,0.0,0.0,0.0,0.0,10
2002-01-14,2042511.2864658958,0.0,0.0,0.0,0.0,10
2002-01-15,2081009.5759364236,0.0,0.0,0.0,0.0,10
2002-01-16,2037709.0101795248,0.0,0.0,0.0,0.0,10
2002-01-17,2071499.8668641588,0.0,0.0,0.0,0.0,10
2002-01-18,2020211.7900544438,0.0,0.0,0.0,0.0,10
2002-01-22,2032019.9607174639,0.0,0.0,0.0,0.0,10
2002-01-23,2067737.6149135358,0.0,0.0,0.0,0.0,10
2002-01-24,2093697.6914551463,0.0,0.0,0.0,0.0,10
2002-01-25,2099585.3201312823,0.0,0.0,0.0,0.0,10
2002-01-28,2142950.164440588,0.0,0.0,0.0,0.0,10
2002-01-29,2074095.3866981775,0.0,0.0,0.0,0.0,10
2002-01-30,2075493.5525666303,0.0,0.0,0.0,0.0,10
2002-01-31,2078072.5681226798,0.0,0.0,0.0,0.0,10
2002-02-01,2064285.5240217247,0.0,0.0,0.0,0.0,10
2002-02-04,1957487.633513512,0.0,0.0,0.0,0.0,10
2002-02-05,1937490.3890249953,0.0,0.0,0.0,0.0,10
2002-02-06,1919567.596193593,0.0,0.0,0.0,0.0,10
2002-02-07,1897496.3531213067,0.0,0.0,0.0,0.0,10
2002-02-08,1935860.5803765566,0.0,0.0,0.0,0.0,10
2002-02-11,1994443.6736698234,0.0,0.0,0.0,0.0,10
2002-02-12,1992178.192508386,0.0,0.0,0.0,0.0,10
2002-02-13,1997855.927895784,0.0,0.0,0.0,0.0,10
2002-02-14,1977854.71813259,0.0,0.0,0.0,0.0,10
2002-02-15,1936923.399998155,0.0,0.0,0.0,0.0,10
2002-02-19,1841731.5637374837,0.0,0.0,0.0,0.0,10
2002-02-20,1898103.7638578932,0.0,0.0,0.0,0.0,10
2002-02-21,1822160.038334778,0.0,0.0,0.0,0.0,10
2002-02-22,1846850.8956608335,0.0,0.0,0.0,0.0,10
2002-02-25,1906097.047423,0.0,0.0,0.0,0.0,10
2002-02-26,1910097.0703130038,0.0,0.0,0.0,0.0,10
2002-02-27,1896556.5224806522,0.0,0.0,0.0,0.0,10
2002-02-28,1835156.5892383168,0.0,0.0,0.0,0.0,10
2002-03-01,1967498.0250538168,0.0,0.0,0.0,0.0,10
2002-03-04,2038617.883276485,0.0,0.0,0.0,0.0,10
2002-03-05,2028080.7137307404,0.0,0.0,0.0,0.0,10
2002-03-06,2045066.5999242296,0.0,0.0,0.0,0.0,10
2002-03-07,2038642.161931728,0.0,0.0,0.0,0.0,10
2002-03-08,2104618.190915394,0.0,0.0,0.0,0.0,10
2002-03-11,2109294.7341911467,0.0,0.0,0.0,0.0,10
2002-03-12,2070603.8619955997,0.0,0.0,0.0,0.0,10
2002-03-13,2041136.5408183564,0.0,0.0,0.0,0.0,10
2002-03-14,2014596.9007240604,0.0,0.0,0.0,0.0,10
2002-03-15,2039725.8547757817,0.0,0.0,0.0,0.0,10
2002-03-18,2078634.8585589472,0.0,0.0,0.0,0.0,10
2002-03-19,2103008.17933754,0.0,0.0,0.0,0.0,10
2002-03-20,2062184.617507692,0.0,0.0,0.0,0.0,10
2002-03-21,2110937.0175339766,0.0,0.0,0.0,0.0,10
2002-03-22,2094188.7182297846,0.0,0.0,0.0,0.0,10
2002-03-25,2030389.040427547,0.0,0.0,0.0,0.0,10
2002-03-26,2058227.216207881,0.0,0.0,0.0,0.0,10
2002-03-27,2077189.6739471867,0.0,0.0,0.0,0.0,10
2002-03-28,2092901.5064506382,0.0,0.0,0.0,0.0,10
2002-04-01,2088445.1427731356,0.0,0.0,0.0,0.0,10
2002-04-02,1949785.0683471586,70.17595079271213,6742.752860032483,68706.84547580843,2339198.359757071,10
2002-04-03,1903655.3775226523,0.0,0.0,0.0,0.0,10
2002-04-04,1901073.230012492,0.0,0.0,0.0,0.0,10
2002-04-05,1885308.8293881305,0.0,0.0,0.0,0.0,10
2002-04-08,1917338.1755131676,0.0,0.0,0.0,0.0,10
2002-04-09,1884841.0571503895,0.0,0.0,0.0,0.0,10
2002-04-10,1888626.2827793006,0.0,0.0,0.0,0.0,10
2002-04-11,1852001.684003337,0.0,0.0,0.0,0.0,10
2002-04-12,1893286.2284640062,0.0,0.0,0.0,0.0,10
2002-04-15,1948960.5173376398,0.0,0.0,0.0,0.0,10
2002-04-16,2028784.0122598202,0.0,0.0,0.0,0.0,10
2002-04-17,2028188.758540287,0.0,0.0,0.0,0.0,10
2002-04-18,2024469.211437117,0.0,0.0,0.0,0.0,10
2002-04-19,2018937.6528673174,0.0,0.0,0.0,0.0,10
2002-04-22,1990685.2287843318,0.0,0.0,0.0,0.0,10
2002-04-23,1950631.7495395606,0.0,0.0,0.0,0.0,10
2002-04-24,1986960.4862409795,0.0,0.0,0.0,0.0,10
2002-04-25,1966702.7731526603,0.0,0.0,0.0,0.0,10
2002-04-26,1907988.4731490994,0.0,0.0,0.0,0.0,10
2002-04-29,1894695.915567117,0.0,0.0,0.0,0.0,10
2002-04-30,1962872.0277895492,0.0,0.0,0.0,0.0,10
2002-05-01,1964105.697150463,0.0,0.0,0.0,0.0,10
2002-05-02,1913705.8781355734,0.0,0.0,0.0,0.0,10
2002-05-03,1889538.5693762945,0.0,0.0,0.0,0.0,10
2002-05-06,1829275.3444973892,0.0,0.0,0.0,0.0,10
2002-05-07,1784488.3094295189,0.0,0.0,0.0,0.0,10
2002-05-08,1959195.365826462,0.0,0.0,0.0,0.0,10
2002-05-09,1891270.1343999214,0.0,0.0,0.0,0.0,10
2002-05-10,1832745.1916562866,0.0,0.0,0.0,0.0,10
2002-05-13,1918259.6082932816,0.0,0.0,0.0,0.0,10
2002-05-14,2033864.2739219593,0.0,0.0,0.0,0.0,10
2002-05-15,2049584.98772755,0.0,0.0,0.0,0.0,10
2002-05-16,2025161.1692749576,0.0,0.0,0.0,0.0,10
2002-05-17,2046348.3627946319,0.0,0.0,0.0,0.0,10
2002-05-20,2024352.6618826503,0.0,0.0,0.0,0.0,10
2002-05-21,1959724.7923641575,0.0,0.0,0.0,0.0,10
2002-05-22,1959802.0360198435,0.0,0.0,0.0,0.0,10
2002-05-23,2035859.4502509267,0.0,0.0,0.0,0.0,10
2002-05-24,1980256.0890093667,0.0,0.0,0.0,0.0,10
2002-05-28,1942930.871978977,0.0,0.0,0.0,0.0,10
2002-05-29,1915159.1124752834,0.0,0.0,0.0,0.0,10
2002-05-30,1908204.9542697875,0.0,0.0,0.0,0.0,10
2002-05-31,1892738.2718731926,0.0,0.0,0.0,0.0,10
2002-06-03,1824916.446569727,0.0,0.0,0.0,0.0,10
2002-06-04,1850876.5230220815,0.0,0.0,0.0,0.0,10
2002-06-05,1825113.8980893341,0.0,0.0,0.0,0.0,10
2002-06-06,1786304.609243832,0.0,0.0,0.0,0.0,10
2002-06-07,1773716.5142696279,0.0,0.0,0.0,0.0,10
2002-06-10,1787144.6633104805,0.0,0.0,0.0,0.0,10
2002-06-11,1694294.280657354,0.0,0.0,0.0,0.0,10
2002-06-12,1645485.000281556,0.0,0.0,0.0,0.0,10
2002-06-13,1678899.3570099785,0.0,0.0,0.0,0.0,10
2002-06-14,1692320.9795759057,0.0,0.0,0.0,0.0,10
2002-06-17,1783485.8899978145,0.0,0.0,0.0,0.0,10
2002-06-18,1772688.2810642677,0.0,0.0,0.0,0.0,10
2002-06-19,1718209.490065804,0.0,0.0,0.0,0.0,10
2002-06-20,1674130.4828113995,0.0,0.0,0.0,0.0,10
2002-06-21,1618710.7405714602,0.0,0.0,0.0,0.0,10
2002-06-24,1657369.1246524297,0.0,0.0,0.0,0.0,10
2002-06-25,1584951.1139626824,0.0,0.0,0.0,0.0,10
2002-06-26,1577006.1232679447,0.0,0.0,0.0,0.0,10
2002-06-27,1565022.0684940973,0.0,0.0,0.0,0.0,10
2002-06-28,1569057.0188243256,0.0,0.0,0.0,0.0,10
2002-07-01,1452260.3485681938,0.0,0.0,0.0,0.0,10
2002-07-02,1391479.0696801057,43.334314081376455,9955.292461701067,0.0,1444477.136045882,10
2002-07-03,1416631.6391844396,0.0,0.0,0.0,0.0,10
2002-07-05,1510403.055262316,0.0,0.0,0.0,0.0,10
2002-07-08,1461918.6641721735,0.0,0.0,0.0,0.0,10
2002-07-09,1457144.403917121,0.0,0.0,0.0,0.0,10
2002-07-10,1425088.477744221,0.0,0.0,0.0,0.0,10
2002-07-11,1467219.7957026782,0.0,0.0,0.0,0.0,10
2002-07-12,1470306.7632664926,0.0,0.0,0.0,0.0,10
2002-07-15,1483107.2620519116,0.0,0.0,0.0,0.0,10
2002-07-16,1507089.700868042,0.0,0.0,0.0,0.0,10
2002-07-17,1543294.512897007,0.0,0.0,0.0,0.0,10
2002-07-18,1463125.67270839,0.0,0.0,0.0,0.0,10
2002-07-19,1445212.7630731885,0.0,0.0,0.0,0.0,10
2002-07-22,1369106.8738152615,0.0,0.0,0.0,0.0,10
2002-07-23,1301412.334690629,0.0,0.0,0.0,0.0,10
2002-07-24,1309395.8390635792,0.0,0.0,0.0,0.0,10
2002-07-25,1221224.6243152844,0.0,0.0,0.0,0.0,10
2002-07-26,1257643.7538784535,0.0,0.0,0.0,0.0,10
2002-07-29,1362063.1249929043,0.0,0.0,0.0,0.0,10
2002-07-30,1381335.944443306,0.0,0.0,0.0,0.0,10
2002-07-31,1364977.497641558,0.0,0.0,0.0,0.0,10
2002-08-01,1331840.9489117253,0.0,0.0,0.0,0.0,10
2002-08-02,1306354.6885094994,0.0,0.0,0.0,0.0,10
2002-08-05,1278192.7112361826,0.0,0.0,0.0,0.0,10
2002-08-06,1333473.813065346,0.0,0.0,0.0,0.0,10
2002-08-07,1350235.690791533,0.0,0.0,0.0,0.0,10
2002-08-08,1419525.7952024676,0.0,0.0,0.0,0.0,10
2002-08-09,1402719.1838834616,0.0,0.0,0.0,0.0,10
2002-08-12,1432447.6668913001,0.0,0.0,0.0,0.0,10
2002-08-13,1406415.068138932,0.0,0.0,0.0,0.0,10
2002-08-14,1461098.7918664368,0.0,0.0,0.0,0.0,10
2002-08-15,1468299.4248403732,0.0,0.0,0.0,0.0,10
2002-08-16,1490978.1499557751,0.0,0.0,0.0,0.0,10
2002-08-19,1551378.2468542145,0.0,0.0,0.0,0.0,10
2002-08-20,1529047.2903940903,0.0,0.0,0.0,0.0,10
2002-08-21,1554707.8899676953,0.0,0.0,0.0,0.0,10
2002-08-22,1569457.331614401,0.0,0.0,0.0,0.0,10
2002-08-23,1564490.3914448402,0.0,0.0,0.0,0.0,10
2002-08-26,1563686.8163695517,0.0,0.0,0.0,0.0,10
2002-08-27,1486249.892697575,0.0,0.0,0.0,0.0,10
2002-08-28,1437410.0716337021,0.0,0.0,0.0,0.0,10
2002-08-29,1474618.368436566,0.0,0.0,0.0,0.0,10
2002-08-30,1441838.3013777866,0.0,0.0,0.0,0.0,10
2002-09-03,1394879.430929711,0.0,0.0,0.0,0.0,10
2002-09-04,1423596.9377707848,0.0,0.0,0.0,0.0,10
2002-09-05,1413971.4558252818,0.0,0.0,0.0,0.0,10
2002-09-06,1446670.438815965,0.0,0.0,0.0,0.0,10
2002-09-09,1477521.956704397,0.0,0.0,0.0,0.0,10
2002-09-10,1525294.4829041786,0.0,0.0,0.0,0.0,10
2002-09-11,1529060.7715843369,0.0,0.0,0.0,0.0,10
2002-09-12,1484310.7482369689,0.0,0.0,0.0,0.0,10
2002-09-13,1489418.2926706637,0.0,0.0,0.0,0.0,10
2002-09-16,1456330.603255646,0.0,0.0,0.0,0.0,10
2002-09-17,1458040.324929244,0.0,0.0,0.0,0.0,10
2002-09-18,1464194.751758846,0.0,0.0,0.0,0.0,10
2002-09-19,1428705.6023819202,0.0,0.0,0.0,0.0,10
2002-09-20,1422146.313672508,0.0,0.0,0.0,0.0,10
2002-09-23,1392836.225533821,0.0,0.0,0.0,0.0,10
2002-09-24,1388204.1333638206,0.0,0.0,0.0,0.0,10
2002-09-25,1429290.030326919,0.0,0.0,0.0,0.0,10
2002-09-26,1447721.2878973032,0.0,0.0,0.0,0.0,10
2002-09-27,1446541.63438391,0.0,0.0,0.0,0.0,10
2002-09-30,1420139.1695796933,0.0,0.0,0.0,0.0,10
2002-10-01,1436506.2360232982,35.37741357634239,1381.4586110182597,14489.047459854733,1179247.1192114134,10
2002-10-02,1403828.468484441,0.0,0.0,0.0,0.0,10
2002-10-03,1383112.5458543005,0.0,0.0,0.0,0.0,10
2002-10-04,1357765.991349147,0.0,0.0,0.0,0.0,10
2002-10-07,1336899.6481703902,0.0,0.0,0.0,0.0,10
2002-10-08,1373909.4261376923,0.0,0.0,0.0,0.0,10
2002-10-09,1356118.4104724997,0.0,0.0,0.0,0.0,10
2002-10-10,1426107.418918154,0.0,0.0,0.0,0.0,10
2002-10-11,1443596.3698234968,0.0,0.0,0.0,0.0,10
2002-10-14,1445107.3038214648,0.0,0.0,0.0,0.0,10
2002-10-15,1475899.943051863,0.0,0.0,0.0,0.0,10
2002-10-16,1460774.8946000158,0.0,0.0,0.0,0.0,10
2002-10-17,1539899.662640407,0.0,0.0,0.0,0.0,10
2002-10-18,1583529.738034766,0.0,0.0,0.0,0.0,10
2002-10-21,1609867.0558126792,0.0,0.0,0.0,0.0,10
2002-10-22,1597239.182049018,0.0,0.0,0.0,0.0,10
2002-10-23,1625937.2209346548,0.0,0.0,0.0,0.0,10
2002-10-24,1599716.1327625706,0.0,0.0,0.0,0.0,10
2002-10-25,1610345.651861151,0.0,0.0,0.0,0.0,10
2002-10-28,1599789.4692827861,0.0,0.0,0.0,0.0,10
2002-10-29,1571505.7716778328,0.0,0.0,0.0,0.0,10
2002-10-30,1595775.8358595665,0.0,0.0,0.0,0.0,10
2002-10-31,1592623.9908658885,0.0,0.0,0.0,0.0,10
2002-11-01,1669900.7268385263,0.0,0.0,0.0,0.0,10
2002-11-04,1727968.2880276688,0.0,0.0,0.0,0.0,10
2002-11-05,1696248.3663589458,0.0,0.0,0.0,0.0,10
2002-11-06,1744043.6969326057,0.0,0.0,0.0,0.0,10
2002-11-07,1687811.426158996,0.0,0.0,0.0,0.0,10
2002-11-08,1666584.120979631,0.0,0.0,0.0,0.0,10
2002-11-11,1631111.0625518213,0.0,0.0,0.0,0.0,10
2002-11-12,1667329.832073393,0.0,0.0,0.0,0.0,10
2002-11-13,1695362.7263185412,0.0,0.0,0.0,0.0,10
2002-11-14,1752606.0851855972,0.0,0.0,0.0,0.0,10
2002-11-15,1769827.9668602534,0.0,0.0,0.0,0.0,10
2002-11-18,1805039.833035294,0.0,0.0,0.0,0.0,10
2002-11-19,1759610.6550030701,0.0,0.0,0.0,0.0,10
2002-11-20,1846909.0947916738,0.0,0.0,0.0,0.0,10
2002-11-21,1903296.128996989,0.0,0.0,0.0,0.0,10
2002-11-22,1906882.8304152347,0.0,0.0,0.0,0.0,10
2002-11-25,1939787.773651228,0.0,0.0,0.0,0.0,10
2002-11-26,1882693.1889490173,0.0,0.0,0.0,0.0,10
2002-11-27,1937506.592643077,0.0,0.0,0.0,0.0,10
2002-11-29,1913857.533932523,0.0,0.0,0.0,0.0,10
2002-12-02,1955749.8111858973,0.0,0.0,0.0,0.0,10
2002-12-03,1890777.7239551763,0.0,0.0,0.0,0.0,10
2002-12-04,1856858.7425552898,0.0,0.0,0.0,0.0,10
2002-12-05,1822197.1460658093,0.0,0.0,0.0,0.0,10
2002-12-06,1816480.0717998026,0.0,0.0,0.0,0.0,10
2002-12-09,1725859.3116637347,0.0,0.0,0.0,0.0,10
2002-12-10,1760984.5240154092,0.0,0.0,0.0,0.0,10
2002-12-11,1782605.0335012726,0.0,0.0,0.0,0.0,10
2002-12-12,1760916.57746756,0.0,0.0,0.0,0.0,10
2002-12-13,1698131.080234518,0.0,0.0,0.0,0.0,10
2002-12-16,1723811.928319913,0.0,0.0,0.0,0.0,10
2002-12-17,1713159.8986538602,0.0,0.0,0.0,0.0,10
2002-12-18,1666748.0568272313,0.0,0.0,0.0,0.0,10
2002-12-19,1648566.4064295036,0.0,0.0,0.0,0.0,10
2002-12-20,1654689.5039711196,0.0,0.0,0.0,0.0,10
2002-12-23,1666539.4991378752,0.0,0.0,0.0,0.0,10
2002-12-24,1658249.472670901,0.0,0.0,0.0,0.0,10
2002-12-26,1633857.3952745448,0.0,0.0,0.0,0.0,10
2002-12-27,1599619.5030568915,0.0,0.0,0.0,0.0,10
2002-12-30,1593860.1328460178,0.0,0.0,0.0,0.0,10
2002-12-31,1611658.010115308,0.0,0.0,0.0,0.0,10
2003-01-02,1610722.4327463706,44.32443579333829,2118.270861512931,47799.787161364584,1477481.1931112765,10
2003-01-03,1616402.1371370878,0.0,0.0,0.0,0.0,10
2003-01-06,1650979.1143938177,0.0,0.0,0.0,0.0,10
2003-01-07,1670373.3001564143,0.0,0.0,0.0,0.0,10
2003-01-08,1639836.0480618197,0.0,0.0,0.0,0.0,10
2003-01-09,1681052.0386232345,0.0,0.0,0.0,0.0,10
2003-01-10,1672188.3057607703,0.0,0.0,0.0,0.0,10
2003-01-13,1673466.9254253975,0.0,0.0,0.0,0.0,10
2003-01-14,1694058.637963013,0.0,0.0,0.0,0.0,10
2003-01-15,1681627.2462265468,0.0,0.0,0.0,0.0,10
2003-01-16,1687356.7089732836,0.0,0.0,0.0,0.0,10
2003-01-17,1645020.7399384691,0.0,0.0,0.0,0.0,10
2003-01-21,1620175.0075015363,0.0,0.0,0.0,0.0,10
2003-01-22,1619540.9758409194,0.0,0.0,0.0,0.0,10
2003-01-23,1639554.4916746127,0.0,0.0,0.0,0.0,10
2003-01-24,1635425.2552981663,0.0,0.0,0.0,0.0,10
2003-01-27,1603080.6673142747,0.0,0.0,0.0,0.0,10
2003-01-28,1620187.436323133,0.0,0.0,0.0,0.0,10
2003-01-29,1640757.4483984015,0.0,0.0,0.0,0.0,10
2003-01-30,1623584.2038816437,0.0,0.0,0.0,0.0,10
2003-01-31,1618396.2154268508,0.0,0.0,0.0,0.0,10
2003-02-03,1616207.6717360234,0.0,0.0,0.0,0.0,10
2003-02-04,1610699.384954571,0.0,0.0,0.0,0.0,10
2003-02-05,1598067.5226964955,0.0,0.0,0.0,0.0,10
2003-02-06,1577180.5097516088,0.0,0.0,0.0,0.0,10
2003-02-07,1533191.8132332847,0.0,0.0,0.0,0.0,10
2003-02-10,1543712.6736989631,0.0,0.0,0.0,0.0,10
2003-02-11,1535046.0260076225,0.0,0.0,0.0,0.0,10
2003-02-12,1501999.8466335516,0.0,0.0,0.0,0.0,10
2003-02-13,1482898.2816471013,0.0,0.0,0.0,0.0,10
2003-02-14,1496131.0654254064,0.0,0.0,0.0,0.0,10
2003-02-18,1508413.7544086373,0.0,0.0,0.0,0.0,10
2003-02-19,1494946.2142064662,0.0,0.0,0.0,0.0,10
2003-02-20,1493581.3120004016,0.0,0.0,0.0,0.0,10
2003-02-21,1519521.4621799493,0.0,0.0,0.0,0.0,10
2003-02-24,1500150.9334626545,0.0,0.0,0.0,0.0,10
2003-02-25,1509458.2277079595,0.0,0.0,0.0,0.0,10
2003-02-26,1518853.3601423262,0.0,0.0,0.0,0.0,10
2003-02-27,1531632.7208356897,0.0,0.0,0.0,0.0,10
2003-02-28,1553792.2358874101,0.0,0.0,0.0,0.0,10
2003-03-03,1528711.7458865058,0.0,0.0,0.0,0.0,10
2003-03-04,1508232.4212749577,0.0,0.0,0.0,0.0,10
2003-03-05,1503204.0922481043,0.0,0.0,0.0,0.0,10
2003-03-06,1497161.1380289975,0.0,0.0,0.0,0.0,10
2003-03-07,1510677.1978956752,0.0,0.0,0.0,0.0,10
2003-03-10,1507199.7491804285,0.0,0.0,0.0,0.0,10
2003-03-11,1510330.5195406862,0.0,0.0,0.0,0.0,10
2003-03-12,1512059.5648043845,0.0,0.0,0.0,0.0,10
2003-03-13,1566548.8149158186,0.0,0.0,0.0,0.0,10
2003-03-14,1568304.7155641667,0.0,0.0,0.0,0.0,10
2003-03-17,1633732.450699712,0.0,0.0,0.0,0.0,10
2003-03-18,1663765.9892643408,0.0,0.0,0.0,0.0,10
2003-03-19,1624892.7541420446,0.0,0.0,0.0,0.0,10
2003-03-20,1641235.8640764903,0.0,0.0,0.0,0.0,10
2003-03-21,1671481.5058030984,0.0,0.0,0.0,0.0,10
2003-03-24,1631025.6286651774,0.0,0.0,0.0,0.0,10
2003-03-25,1667010.8145397017,0.0,0.0,0.0,0.0,10
2003-03-26,1663030.8108886224,0.0,0.0,0.0,0.0,10
2003-03-27,1703227.2357483828,0.0,0.0,0.0,0.0,10
2003-03-28,1691852.9608781748,0.0,0.0,0.0,0.0,10
2003-03-31,1673956.1745453922,0.0,0.0,0.0,0.0,10
2003-04-01,1643339.2260993894,43.600703148884854,5420.193550425846,21281.29629958903,1453356.771629495,10
2003-04-02,1657863.7141911422,0.0,0.0,0.0,0.0,10
2003-04-03,1641970.4420106816,0.0,0.0,0.0,0.0,10
2003-04-04,1618946.2825013774,0.0,0.0,0.0,0.0,10
2003-04-07,1618269.4925454662,0.0,0.0,0.0,0.0,10
2003-04-08,1601118.4807523834,0.0,0.0,0.0,0.0,10
2003-04-09,1565010.9692690782,0.0,0.0,0.0,0.0,10
2003-04-10,1593948.0424426927,0.0,0.0,0.0,0.0,10
2003-04-11,1586362.1635379507,0.0,0.0,0.0,0.0,10
2003-04-14,1602091.6976478999,0.0,0.0,0.0,0.0,10
2003-04-15,1620869.7253351028,0.0,0.0,0.0,0.0,10
2003-04-16,1603780.209684197,0.0,0.0,0.0,0.0,10
2003-04-17,1642574.5903913917,0.0,0.0,0.0,0.0,10
2003-04-21,1649458.940409509,0.0,0.0,0.0,0.0,10
2003-04-22,1668465.045345909,0.0,0.0,0.0,0.0,10
2003-04-23,1679782.0629391882,0.0,0.0,0.0,0.0,10
2003-04-24,1659796.7308099887,0.0,0.0,0.0,0.0,10
2003-04-25,1663568.47230599,0.0,0.0,0.0,0.0,10
2003-04-28,1670921.724209799,0.0,0.0,0.0,0.0,10
2003-04-29,1695577.6873716153,0.0,0.0,0.0,0.0,10
2003-04-30,1661734.2028217593,0.0,0.0,0.0,0.0,10
2003-05-01,1663293.644797169,0.0,0.0,0.0,0.0,10
2003-05-02,1699643.5002393322,0.0,0.0,0.0,0.0,10
2003-05-05,1715478.4159613033,0.0,0.0,0.0,0.0,10
2003-05-06,1712718.9799088656,0.0,0.0,0.0,0.0,10
2003-05-07,1694193.3102708173,0.0,0.0,0.0,0.0,10
2003-05-08,1697699.888722127,0.0,0.0,0.0,0.0,10
2003-05-09,1711697.1918397099,0.0,0.0,0.0,0.0,10
2003-05-12,1750017.6902592098,0.0,0.0,0.0,0.0,10
2003-05-13,1774914.7717512618,0.0,0.0,0.0,0.0,10
2003-05-14,1784069.8138416158,0.0,0.0,0.0,0.0,10
2003-05-15,1818848.6548910944,0.0,0.0,0.0,0.0,10
2003-05-16,1809833.7510989946,0.0,0.0,0.0,0.0,10
2003-05-19,1795405.439793885,0.0,0.0,0.0,0.0,10
2003-05-20,1798842.1518299782,0.0,0.0,0.0,0.0,10
2003-05-21,1799506.8327547447,0.0,0.0,0.0,0.0,10
2003-05-22,1854897.2900401542,0.0,0.0,0.0,0.0,10
2003-05-23,1888089.105788513,0.0,0.0,0.0,0.0,10
2003-05-27,2010776.9734791203,0.0,0.0,0.0,0.0,10
2003-05-28,2024395.216145497,0.0,0.0,0.0,0.0,10
2003-05-29,2021555.4833422084,0.0,0.0,0.0,0.0,10
2003-05-30,2060238.7140611939,0.0,0.0,0.0,0.0,10
2003-06-02,2065034.1483296275,0.0,0.0,0.0,0.0,10
2003-06-03,2040100.9197686927,0.0,0.0,0.0,0.0,10
2003-06-04,2082617.7196039762,0.0,0.0,0.0,0.0,10
2003-06-05,2111202.3316131784,0.0,0.0,0.0,0.0,10
2003-06-06,2087750.4689719905,0.0,0.0,0.0,0.0,10
2003-06-09,2052668.6777071622,0.0,0.0,0.0,0.0,10
2003-06-10,2095495.119779097,0.0,0.0,0.0,0.0,10
2003-06-11,2130691.559183202,0.0,0.0,0.0,0.0,10
2003-06-12,2181935.306625793,0.0,0.0,0.0,0.0,10
2003-06-13,2133714.7399405492,0.0,0.0,0.0,0.0,10
2003-06-16,2201496.4060196117,0.0,0.0,0.0,0.0,10
2003-06-17,2217493.408206753,0.0,0.0,0.0,0.0,10
2003-06-18,2182898.773508544,0.0,0.0,0.0,0.0,10
2003-06-19,2113930.5140582593,0.0,0.0,0.0,0.0,10
2003-06-20,2094477.73614359,0.0,0.0,0.0,0.0,10
2003-06-23,2053898.5471666795,0.0,0.0,0.0,0.0,10
2003-06-24,2054784.9442042846,0.0,0.0,0.0,0.0,10
2003-06-25,2068112.3102364484,0.0,0.0,0.0,0.0,10
2003-06-26,2085194.919650992,0.0,0.0,0.0,0.0,10
2003-06-27,2094608.9525560131,0.0,0.0,0.0,0.0,10
2003-06-30,2066921.4176586047,0.0,0.0,0.0,0.0,10
2003-07-01,2069339.5453351182,41.51566195807355,6500.558240546423,38435.66139790577,1383855.3986024514,10
2003-07-02,2112092.63214141,0.0,0.0,0.0,0.0,10
2003-07-03,2113090.4490965595,0.0,0.0,0.0,0.0,10
2003-07-07,2182902.0369538013,0.0,0.0,0.0,0.0,10
2003-07-08,2242423.639164333,0.0,0.0,0.0,0.0,10
2003-07-09,2249805.6597990016,0.0,0.0,0.0,0.0,10
2003-07-10,2223098.8082047533,0.0,0.0,0.0,0.0,10
2003-07-11,2246698.3323621745,0.0,0.0,0.0,0.0,10
2003-07-14,2315794.568945312,0.0,0.0,0.0,0.0,10
2003-07-15,2292285.9550354257,0.0,0.0,0.0,0.0,10
2003-07-16,2323765.199639187,0.0,0.0,0.0,0.0,10
2003-07-17,2209286.404393005,0.0,0.0,0.0,0.0,10
2003-07-18,2205385.087611501,0.0,0.0,0.0,0.0,10
2003-07-21,2152479.3153910246,0.0,0.0,0.0,0.0,10
